,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
3091,3092,Female,8,1972-12-17,Statistician IV,,Affluent Customer,N,No,9,45
3092,3093,Male,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6,25
3093,3094,Male,51,1989-05-28,Biostatistician II,,Mass Customer,N,Yes,17,28
3094,3095,Male,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2,19
3095,3096,Female,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10,44
3096,3097,Male,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19,39
3097,3098,Female,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12,37
3098,3099,Female,73,1996-11-26,,Retail,Mass Customer,N,Yes,3,21
3099,3100,Female,19,1954-02-09,Recruiter,,Mass Customer,N,No,7,63
3100,3101,Male,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12,30
3101,3102,Male,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2,27
3102,3103,Female,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20,64
3103,3104,Female,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2,23
3104,3105,Male,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12,52
3105,3106,Female,13,1989-06-03,,Financial Services,Mass Customer,N,Yes,21,28
3106,3107,Female,98,1960-08-15,Legal Assistant,,High Net Worth,N,No,9,57
3107,3108,Male,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10,50
3108,3109,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10,59
3109,3110,Male,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8,23
3110,3111,Male,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4,20
3111,3112,Male,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1,16
3112,3113,Female,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18,48
3113,3114,Male,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18,43
3114,3115,Male,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,36
3115,3116,Male,16,1978-06-29,,Health,Mass Customer,N,No,7,39
3116,3117,Female,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6,22
3117,3118,Male,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9,24
3118,3119,Male,13,1960-01-11,,,High Net Worth,N,No,19,57
3119,3120,Female,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10,38
3120,3121,Male,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19,58
3121,3122,Female,17,1980-08-17,,Manufacturing,High Net Worth,N,Yes,15,37
3122,3123,Female,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20,41
3123,3124,Female,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9,36
3124,3125,Female,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5,39
3125,3126,Male,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12,31
3126,3127,Male,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10,46
3127,3128,Female,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16,52
3128,3129,Female,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11,62
3129,3130,Female,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17,46
3130,3131,Female,63,1999-02-24,,Retail,Affluent Customer,N,Yes,3,18
3131,3132,Male,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7,42
3132,3133,Female,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2,18
3133,3134,Female,53,1995-01-20,,Manufacturing,Mass Customer,N,No,5,22
3134,3135,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16,55
3135,3136,Male,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3,19
3136,3137,Female,48,1993-03-13,Web Designer III,,Mass Customer,N,No,9,24
3137,3138,Male,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6,46
3138,3139,Male,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17,44
3139,3140,Female,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16,32
3140,3141,Female,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3,22
3141,3142,Male,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6,25
3142,3143,Female,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5,21
3143,3144,Male,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8,39
3144,3145,Male,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7,39
3145,3146,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15,39
3146,3147,Female,21,1976-10-02,,Retail,Affluent Customer,N,Yes,17,41
3147,3148,Male,11,1974-10-09,Human Resources Assistant IV,,High Net Worth,N,Yes,10,43
3148,3149,Female,31,1980-09-03,Tax Accountant,,Affluent Customer,N,Yes,5,37
3149,3150,Female,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5,26
3151,3152,Female,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3,18
3152,3153,Female,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15,44
3153,3154,Female,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19,60
3154,3155,Female,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21,41
3155,3156,Male,23,1976-09-28,,Financial Services,Mass Customer,N,No,4,41
3156,3157,Male,46,1997-07-19,,Retail,Mass Customer,N,Yes,1,20
3157,3158,Male,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12,47
3158,3159,Male,16,1967-02-01,,Financial Services,Affluent Customer,N,No,12,50
3159,3160,Male,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21,39
3160,3161,Female,71,1977-02-16,,Financial Services,Mass Customer,N,Yes,4,40
3161,3162,Female,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15,39
3162,3163,Male,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19,49
3163,3164,Female,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,31
3164,3165,Female,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10,42
3165,3166,Male,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20,62
3166,3167,Male,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5,22
3167,3168,Male,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22,41
3168,3169,Male,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19,53
3169,3170,Female,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11,49
3170,3171,Male,36,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10,50
3171,3172,Female,69,1961-12-17,,Retail,Affluent Customer,N,No,5,56
3172,3173,Male,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1,16
3173,3174,Female,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9,41
3174,3175,Male,82,1984-12-30,Operator,Health,Mass Customer,N,No,16,33
3175,3176,Male,60,1977-12-04,Physical Therapy Assistant,,Affluent Customer,N,No,16,40
3176,3177,Male,93,1978-05-07,Database Administrator IV,,Affluent Customer,N,No,6,39
3177,3178,Male,21,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9,46
3178,3179,Male,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,38
3179,3180,Male,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19,43
3180,3181,Male,39,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6,41
3181,3182,Female,50,1967-10-03,,Financial Services,Affluent Customer,N,No,15,50
3182,3183,Male,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14,43
3183,3184,Female,2,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7,41
3184,3185,Male,25,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10,61
3185,3186,Female,22,1997-05-09,,,Mass Customer,N,Yes,2,20
3186,3187,Male,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14,43
3187,3188,Male,94,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1,18
3188,3189,Male,40,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11,54
3189,3190,Female,18,1985-02-05,,,Affluent Customer,N,No,15,32
3190,3191,Female,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12,58
3191,3192,Female,37,1968-09-18,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16,49
3192,3193,Female,6,1978-07-04,Web Designer IV,Property,High Net Worth,N,No,7,39
3193,3194,Male,38,1978-03-11,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11,39
3194,3195,Female,4,1981-03-30,Tax Accountant,Manufacturing,Mass Customer,N,No,18,36
3195,3196,Female,11,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8,40
3196,3197,Male,83,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14,41
3197,3198,Male,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1,20
3198,3199,Female,98,1969-08-31,Product Engineer,,Mass Customer,N,Yes,15,48
3199,3200,Female,51,1995-11-03,Environmental Tech,Manufacturing,Mass Customer,N,No,1,22
3200,3201,Male,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1,17
3201,3202,Male,74,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2,23
3202,3203,Male,25,1985-02-05,GIS Technical Architect,,Affluent Customer,N,Yes,7,32
3203,3204,Female,51,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4,23
3204,3205,Male,35,1959-04-20,Account Executive,,Mass Customer,N,No,20,58
3205,3206,Female,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1,22
3206,3207,Female,46,1987-08-29,,,Mass Customer,N,No,21,30
3207,3208,Female,53,1967-02-06,VP Marketing,,High Net Worth,N,No,15,50
3208,3209,Female,10,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15,53
3209,3210,Female,80,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1,29
3210,3211,Female,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,Yes,7,24
3211,3212,Female,62,1981-01-15,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13,36
3212,3213,Female,27,1971-09-26,,Telecommunications,Affluent Customer,N,Yes,16,46
3213,3214,Female,2,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9,24
3214,3215,Male,14,1976-09-28,General Manager,,Mass Customer,N,Yes,7,41
3215,3216,Male,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1,19
3216,3217,Female,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8,49
3217,3218,Female,38,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22,41
3218,3219,Female,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3,19
3219,3220,Male,53,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11,45
3220,3221,Female,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11,58
3223,3224,Female,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3,21
3224,3225,Male,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4,37
3225,3226,Female,43,1973-03-29,,Entertainment,Affluent Customer,N,No,11,44
3226,3227,Male,37,1995-12-06,,Manufacturing,Affluent Customer,N,No,2,22
3227,3228,Female,36,1964-08-16,Social Worker,Health,Mass Customer,N,No,13,53
3228,3229,Male,69,1964-10-18,Sales Representative,Retail,High Net Worth,N,Yes,6,53
3229,3230,Female,31,1970-02-14,Executive Secretary,Financial Services,Mass Customer,N,No,12,47
3230,3231,Male,84,1976-05-29,,,Affluent Customer,N,Yes,16,41
3231,3232,Female,7,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9,24
3232,3233,Male,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17,58
3233,3234,Male,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19,30
3234,3235,Male,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12,52
3235,3236,Male,37,1993-04-01,,Manufacturing,Mass Customer,N,Yes,5,24
3236,3237,Female,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,No,13,53
3237,3238,Male,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,No,14,40
3238,3239,Female,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5,46
3239,3240,Male,90,1976-09-04,Chief Design Engineer,,Mass Customer,N,Yes,6,41
3240,3241,Male,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16,38
3241,3242,Female,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14,59
3242,3243,Male,24,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7,44
3243,3244,Female,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13,58
3244,3245,Male,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7,58
3245,3246,Female,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4,49
3246,3247,Female,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,32
3247,3248,Male,32,1957-05-15,Programmer Analyst II,,Affluent Customer,N,No,5,60
3248,3249,Female,46,1981-08-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14,36
3249,3250,Male,27,1992-04-16,,Argiculture,High Net Worth,N,Yes,4,25
3250,3251,Female,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,Yes,8,41
3251,3252,Female,59,1987-06-15,GIS Technical Architect,,High Net Worth,N,Yes,14,30
3252,3253,Female,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,Yes,7,27
3253,3254,Female,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1,16
3255,3256,Female,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,No,6,31
3256,3257,Male,64,1980-05-07,Senior Editor,,Mass Customer,N,Yes,10,37
3257,3258,Female,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,Yes,18,39
3258,3259,Male,74,1953-11-04,Quality Control Specialist,,High Net Worth,N,No,10,64
3259,3260,Female,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11,38
3260,3261,Male,6,1975-01-30,,Property,Mass Customer,N,Yes,5,42
3261,3262,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12,58
3262,3263,Female,37,1981-08-21,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5,36
3263,3264,Male,88,1978-08-19,,Financial Services,Mass Customer,N,Yes,17,39
3264,3265,Male,64,1967-06-02,Clinical Specialist,Health,High Net Worth,N,No,11,50
3265,3266,Male,68,1995-05-21,Account Representative III,,Mass Customer,N,Yes,5,22
3266,3267,Male,20,1987-05-30,,Property,High Net Worth,N,Yes,9,30
3267,3268,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,No,20,31
3268,3269,Male,96,1994-12-01,GIS Technical Architect,,Mass Customer,N,No,1,23
3269,3270,Male,47,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,Yes,5,60
3270,3271,Female,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,16,31
3271,3272,Male,75,1993-06-04,Payment Adjustment Coordinator,,Affluent Customer,N,No,9,24
3272,3273,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11,39
3273,3274,Female,44,1973-04-26,,Financial Services,Mass Customer,N,Yes,18,44
3274,3275,Female,24,1975-10-22,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6,42
3275,3276,Male,10,1979-04-18,Legal Assistant,,High Net Worth,N,No,3,38
3276,3277,Male,92,1962-04-20,Computer Systems Analyst I,,Affluent Customer,N,No,10,55
3277,3278,Male,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9,35
3278,3279,Male,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,No,14,58
3279,3280,Female,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,Yes,21,30
3280,3281,Female,67,1998-02-22,Administrative Assistant III,,Mass Customer,N,No,4,19
3281,3282,Female,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,No,13,58
3282,3283,Female,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,Yes,6,38
3283,3284,Female,98,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,No,2,26
3284,3285,Male,51,1986-12-30,Recruiter,Health,Affluent Customer,N,Yes,9,31
3285,3286,Male,23,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20,56
3286,3287,Female,30,1986-01-06,Account Executive,,Affluent Customer,N,Yes,4,31
3288,3289,Male,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,No,12,39
3289,3290,Male,22,1962-09-18,,Manufacturing,High Net Worth,N,Yes,18,55
3290,3291,Female,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,No,13,61
3291,3292,Male,71,1973-04-09,Web Designer I,Retail,Affluent Customer,N,Yes,3,44
3292,3293,Female,98,1986-01-22,Automation Specialist IV,,High Net Worth,N,No,17,31
3293,3294,Female,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,No,6,31
3294,3295,Male,14,1964-05-26,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9,53
3295,3296,Female,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17,43
3296,3297,Male,39,1975-04-26,Product Engineer,Manufacturing,Mass Customer,N,No,13,42
3298,3299,Female,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12,37
3299,3300,Male,47,1961-05-22,Executive Secretary,Retail,Mass Customer,N,No,14,56
3300,3301,Male,5,1987-03-21,Associate Professor,,Mass Customer,N,Yes,6,30
3301,3302,Male,17,1956-10-30,Compensation Analyst,Financial Services,Affluent Customer,N,No,19,61
3302,3303,Male,51,1967-02-02,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11,50
3303,3304,Male,43,1981-01-19,,,Mass Customer,N,No,12,36
3304,3305,Male,25,1977-02-16,Senior Developer,Health,Mass Customer,N,Yes,11,40
3305,3306,Male,50,1991-05-17,Compensation Analyst,Financial Services,Mass Customer,N,No,7,26
3306,3307,Female,96,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14,39
3307,3308,Female,5,1979-05-20,Cost Accountant,Financial Services,Mass Customer,N,Yes,14,38
3308,3309,Male,34,1974-12-14,Senior Sales Associate,,High Net Worth,N,Yes,3,43
3309,3310,Female,83,1961-10-29,VP Marketing,Property,Affluent Customer,N,Yes,12,56
3310,3311,Female,57,1979-12-21,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8,38
3312,3313,Female,10,1995-03-15,,Property,High Net Worth,N,Yes,5,22
3313,3314,Female,50,1972-10-31,,Financial Services,Mass Customer,N,Yes,12,45
3314,3315,Female,77,1994-09-08,Account Executive,Property,Mass Customer,N,Yes,5,23
3315,3316,Female,31,1960-09-02,Structural Analysis Engineer,,Mass Customer,N,No,18,57
3316,3317,Male,35,1970-07-08,Actuary,Financial Services,Mass Customer,N,Yes,11,47
3317,3318,Male,37,1962-02-07,,Manufacturing,High Net Worth,N,Yes,19,55
3318,3319,Female,67,1966-04-04,,Financial Services,Affluent Customer,N,Yes,19,51
3319,3320,Female,16,1994-06-02,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6,23
3320,3321,Male,38,1980-05-10,Software Test Engineer I,,High Net Worth,N,Yes,14,37
3322,3323,Male,99,1973-03-01,Account Representative I,Health,High Net Worth,N,No,8,44
3323,3324,Male,32,1973-07-11,Research Nurse,Health,Mass Customer,N,Yes,10,44
3324,3325,Male,80,1996-10-08,Database Administrator IV,Manufacturing,High Net Worth,N,No,1,21
3325,3326,Male,83,1975-04-13,Nurse,Manufacturing,High Net Worth,N,Yes,22,42
3326,3327,Male,84,1973-02-02,Teacher,Manufacturing,Mass Customer,N,No,15,44
3327,3328,Female,58,1961-08-06,Food Chemist,Health,Mass Customer,N,No,6,56
3328,3329,Female,97,1974-08-06,,,High Net Worth,N,No,13,43
3329,3330,Female,70,1955-11-06,,Health,Mass Customer,N,Yes,18,62
3330,3331,Female,18,1971-09-20,Technical Writer,Financial Services,Mass Customer,N,No,8,46
3331,3332,Female,43,1998-09-24,Account Representative III,Health,Mass Customer,N,No,3,19
3332,3333,Female,30,1979-05-08,Software Test Engineer II,Property,Mass Customer,N,Yes,17,38
3333,3334,Female,63,1965-05-22,VP Product Management,Health,Mass Customer,N,Yes,12,52
3334,3335,Male,47,1979-12-15,Editor,Health,Mass Customer,N,No,16,38
3335,3336,Male,47,1979-01-10,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8,38
3336,3337,Male,58,1976-10-28,,Argiculture,Mass Customer,N,Yes,16,41
3337,3338,Female,48,1964-07-08,,Manufacturing,Mass Customer,N,Yes,10,53
3338,3339,Male,76,1986-05-08,Programmer Analyst III,Health,Mass Customer,N,No,21,31
3339,3340,Male,61,1991-09-29,Physical Therapy Assistant,,Mass Customer,N,No,2,26
3340,3341,Female,19,1980-08-05,Help Desk Technician,Retail,Affluent Customer,N,Yes,6,37
3341,3342,Male,51,1985-08-12,,Entertainment,Mass Customer,N,No,7,32
3343,3344,Female,66,1995-02-14,GIS Technical Architect,,Affluent Customer,N,Yes,1,22
3344,3345,Male,83,1977-06-23,,Financial Services,High Net Worth,N,No,12,40
3345,3346,Female,61,1991-09-11,Software Consultant,Financial Services,High Net Worth,N,No,3,26
3346,3347,Male,99,1985-11-08,Computer Systems Analyst II,Entertainment,High Net Worth,N,Yes,18,32
3347,3348,Female,93,1956-11-08,Pharmacist,Health,High Net Worth,N,Yes,6,61
3348,3349,Male,11,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9,36
3349,3350,Male,53,1975-05-29,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,No,6,42
3350,3351,Female,13,1982-04-13,Accounting Assistant II,,Affluent Customer,N,No,15,35
3351,3352,Male,14,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1,23
3352,3353,Female,91,1994-04-21,Software Test Engineer II,,Mass Customer,N,Yes,1,23
3353,3354,Male,18,1978-03-27,,Manufacturing,Mass Customer,N,Yes,11,39
3354,3355,Female,50,1990-02-19,Staff Accountant I,Manufacturing,Mass Customer,N,No,3,27
3355,3356,Male,47,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6,58
3356,3357,Male,25,1999-02-01,Design Engineer,Manufacturing,Affluent Customer,N,No,4,18
3357,3358,Male,30,1973-09-17,Engineer I,Manufacturing,Affluent Customer,N,Yes,11,44
3358,3359,Male,82,1991-12-13,Developer III,,Mass Customer,N,No,3,26
3359,3360,Female,77,1963-03-23,Quality Engineer,Health,Affluent Customer,N,No,5,54
3360,3361,Female,68,1968-01-20,General Manager,Property,Mass Customer,N,Yes,9,49
3361,3362,Male,60,1971-06-24,VP Accounting,Financial Services,Affluent Customer,N,No,13,46
3362,3363,Male,25,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3,17
3363,3364,Male,77,1993-08-19,Engineer IV,Manufacturing,Mass Customer,N,Yes,3,24
3365,3366,Male,98,1975-02-26,Technical Writer,Manufacturing,Mass Customer,N,Yes,14,42
3366,3367,Female,75,2000-12-05,Librarian,Entertainment,Mass Customer,N,Yes,1,17
3367,3368,Female,7,1967-07-17,Technical Writer,Financial Services,Affluent Customer,N,No,16,50
3368,3369,Female,90,1977-01-02,Research Associate,,Mass Customer,N,No,10,40
3369,3370,Male,8,1954-01-22,Data Coordiator,,High Net Worth,N,Yes,5,63
3370,3371,Female,56,1977-10-30,Analyst Programmer,Retail,Mass Customer,N,No,17,40
3371,3372,Male,62,1954-09-25,,Telecommunications,High Net Worth,N,No,15,63
3372,3373,Female,19,1991-01-25,Research Associate,Health,Mass Customer,N,No,5,26
3373,3374,Female,77,1959-11-17,Sales Associate,Manufacturing,Mass Customer,N,Yes,12,58
3374,3375,Male,37,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,Yes,6,24
3375,3376,Female,74,1982-10-20,,Manufacturing,Mass Customer,N,No,16,35
3376,3377,Male,12,1988-06-23,,Manufacturing,Mass Customer,N,Yes,7,29
3377,3378,Female,17,1962-02-17,,Financial Services,Affluent Customer,N,No,14,55
3378,3379,Female,51,1999-04-30,Food Chemist,Health,Mass Customer,N,Yes,2,18
3379,3380,Male,41,1955-01-09,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14,62
3380,3381,Male,26,1993-11-20,Computer Systems Analyst IV,,Mass Customer,N,No,4,24
3381,3382,Male,90,1977-12-17,Business Systems Development Analyst,,High Net Worth,N,No,10,40
3382,3383,Male,47,1982-04-05,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10,35
3383,3384,Male,11,1996-03-05,,,Mass Customer,N,No,6,21
3384,3385,Female,23,1975-02-10,Systems Administrator III,Argiculture,Mass Customer,N,No,9,42
3385,3386,Male,24,1999-07-28,Structural Engineer,IT,High Net Worth,N,Yes,2,18
3386,3387,Female,19,1976-07-05,General Manager,Manufacturing,Affluent Customer,N,Yes,15,41
3387,3388,Male,81,1986-10-25,VP Marketing,Retail,Mass Customer,N,No,7,31
3388,3389,Female,27,1972-06-01,Programmer II,,Affluent Customer,N,No,19,45
3389,3390,Female,20,1969-01-27,,,High Net Worth,N,No,7,48
3390,3391,Male,93,1991-06-23,,Manufacturing,Mass Customer,N,No,7,26
3391,3392,Male,41,1976-12-12,Tax Accountant,Financial Services,Mass Customer,N,No,10,41
3392,3393,Female,23,1954-02-21,Technical Writer,Retail,Mass Customer,N,Yes,7,63
3393,3394,Male,39,1974-06-26,Environmental Specialist,Health,Mass Customer,N,No,22,43
3394,3395,Male,76,1993-04-19,,Financial Services,Mass Customer,N,No,3,24
3395,3396,Male,18,1960-06-28,Research Assistant I,Manufacturing,Mass Customer,N,Yes,9,57
3396,3397,Female,70,1985-08-19,Product Engineer,IT,Mass Customer,N,No,11,32
3397,3398,Male,69,1971-07-01,,,High Net Worth,N,Yes,7,46
3398,3399,Male,95,1996-05-10,VP Accounting,Financial Services,Mass Customer,N,No,2,21
3399,3400,Female,46,1987-06-25,Sales Associate,Financial Services,Mass Customer,N,Yes,18,30
3400,3401,Female,92,1993-07-28,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4,24
3401,3402,Female,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10,32
3402,3403,Female,27,1994-05-14,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,2,23
3403,3404,Female,2,1973-08-01,GIS Technical Architect,Property,Affluent Customer,N,No,22,44
